Time [s],Channel 0,Channel 1,Channel 2
0.524704800,0,1,0
0.524705280,1,0,1
0.524705600,1,1,1
0.524705920,0,0,0
0.524706240,0,1,0
0.524706560,0,0,0
0.524706880,0,1,0
0.524707200,0,0,0
0.524707520,0,1,0
0.524707840,1,0,0
0.524708160,1,1,0
0.524708480,0,0,0
0.524708800,0,1,0
0.524709280,0,0,0
0.524709600,0,1,0
0.524709920,0,0,0
0.524710240,0,1,0
0.524710560,0,0,0
0.524710880,0,1,0
0.524711200,0,0,0
0.524711520,0,1,0
0.524711840,1,0,1
0.524712160,1,1,1
0.524712480,1,0,1
0.524712640,1,0,0
0.524712800,1,1,0
0.524713280,0,0,1
0.524713600,0,1,1
0.524713920,0,0,0
0.524714240,0,1,0
0.524714560,1,0,1
0.524714880,1,1,1
0.524715200,0,0,0
0.524715520,0,1,0
0.524992480,0,0,0
0.524992800,0,1,0
0.524993280,0,0,0
0.524993600,0,1,0
0.524993920,0,0,0
0.524994240,0,1,0
0.524994560,0,0,0
0.524994880,0,1,0
0.524995200,0,0,0
0.524995520,0,1,0
0.524995840,0,0,0
0.524996160,0,1,0
0.524996480,0,0,0
0.524996800,0,1,0
0.524997280,0,0,0
0.524997600,0,1,0
0.524997920,0,0,0
0.524998240,0,1,0
0.524998560,0,0,0
0.524998880,0,1,0
0.524999200,0,0,0
0.524999520,0,1,0
0.524999840,0,0,0
0.525000160,0,1,0
0.525000480,0,0,0
0.525000800,0,1,0
0.525001280,0,0,0
0.525001600,0,1,0
0.525001920,0,0,0
0.525002240,0,1,0
0.525002560,0,0,0
0.525002880,0,1,0
0.525003200,0,0,0
0.525003520,0,1,0
0.525003840,0,0,0
0.525004160,0,1,0
0.525004480,0,0,0
0.525004800,0,1,0
0.525005280,0,0,0
0.525005600,0,1,0
0.525005920,1,0,0
0.525006240,1,1,0
0.525006560,1,0,0
0.525006880,1,1,0
0.525007200,0,0,0
0.525007520,0,1,0
0.525007840,0,0,0
0.525008160,0,1,0
0.525008480,1,0,0
0.525008800,1,1,0
0.525009280,0,0,0
0.525009600,0,1,0
0.525009920,1,0,0
0.525010240,1,1,0
0.525010560,1,0,0
0.525010880,1,1,0
0.525011200,0,0,0
0.525011520,0,1,0
0.525011840,0,0,0
0.525012160,0,1,0
0.525012480,1,0,0
0.525012800,1,1,0
0.525013280,0,0,0
0.525013600,0,1,0
0.525452480,0,0,0
0.525452800,0,1,0
0.525453280,0,0,0
0.525453600,0,1,0
0.525453920,0,0,0
0.525454240,0,1,0
0.525454560,0,0,0
0.525454880,0,1,0
0.525455200,1,0,1
0.525455520,1,1,1
0.525455840,1,0,0
0.525456160,1,1,0
0.525456480,0,0,0
0.525456800,0,1,0
0.525457280,0,0,0
0.525457600,0,1,0
0.525457920,0,0,0
0.525458240,0,1,0
0.525458560,0,0,0
0.525458880,0,1,0
0.525459200,0,0,0
0.525459520,0,1,0
0.525459840,1,0,0
0.525460160,1,1,0
0.525460480,0,0,0
0.525460800,0,1,0
0.525461280,0,0,0
0.525461600,0,1,0
0.525461920,0,0,0
0.525462240,0,1,0
0.525462560,0,0,0
0.525462880,0,1,0
0.525463200,1,0,1
0.525463520,1,1,1
0.525463840,0,0,0
0.525464160,0,1,0
0.525464480,0,0,0
0.525464800,0,1,0
0.525465280,0,0,0
0.525465600,0,1,0
0.525465920,0,0,1
0.525466240,0,1,1
0.525466560,0,0,1
0.525466880,0,1,1
0.525467200,0,0,0
0.525467520,0,1,0
0.525467840,0,0,0
0.525468160,0,1,0
0.525468480,0,0,0
0.525468640,0,0,1
0.525468800,0,1,1
0.525469280,0,0,0
0.525469600,0,1,0
0.525469920,0,0,0
0.525470240,0,1,0
0.525470560,0,0,0
0.525470880,0,1,0
0.525471200,0,0,0
0.525471520,0,1,0
0.525471840,0,0,1
0.525472160,0,1,1
0.525472480,1,0,1
0.525472640,1,0,0
0.525472800,1,1,0
0.525473280,0,0,0
0.525473600,0,1,0
0.525725920,0,0,1
0.525726240,0,1,1
0.525726560,0,0,1
0.525726880,0,1,1
0.525727200,0,0,1
0.525727520,0,1,1
0.525727840,0,0,1
0.525728160,0,1,1
0.525728480,0,0,1
0.525728800,0,1,1
0.525729280,0,0,1
0.525729600,0,1,1
0.525729920,0,0,1
0.525730240,0,1,1
0.525730560,0,0,1
0.525730880,0,1,1
0.525731200,0,0,1
0.525731520,0,1,1
0.525731840,0,0,1
0.525732160,0,1,1
0.525732480,0,0,1
0.525732800,0,1,1
0.525733280,0,0,1
0.525733600,0,1,1
0.525733920,0,0,1
0.525734240,0,1,1
0.525734560,0,0,1
0.525734880,0,1,1
0.525735200,0,0,0
0.525735520,0,1,0
0.525735840,0,0,1
0.525736160,0,1,1
0.525736480,0,0,1
0.525736640,0,0,0
0.525736800,0,1,0
0.525737280,0,0,0
0.525737600,0,1,0
0.525737920,0,0,0
0.525738240,0,1,0
0.525738560,0,0,0
0.525738880,0,1,0
0.525739200,0,0,1
0.525739520,0,1,1
0.525739840,0,0,1
0.525740160,0,1,1
0.525740480,0,0,1
0.525740640,0,0,0
0.525740800,0,1,0
0.525741280,0,0,0
0.525741600,0,1,0
0.525741920,0,0,1
0.525742240,0,1,1
0.525742560,0,0,0
0.525742880,0,1,0
